51000 , 35.220594 , SERIAL , 1
51000 , 35.252976 , SERIAL , 1
51000 , 35.200819 , SERIAL , 1
51000 , 35.590100 , SERIAL , 1
51000 , 35.217638 , SERIAL , 1
72000 , 70.223016 , SERIAL , 1
72000 , 70.222674 , SERIAL , 1
72000 , 70.181474 , SERIAL , 1
72000 , 70.099599 , SERIAL , 1
72000 , 70.141134 , SERIAL , 1
24000 , 7.825463 , SERIAL , 1
24000 , 7.794955 , SERIAL , 1
24000 , 7.824591 , SERIAL , 1
24000 , 7.825795 , SERIAL , 1
24000 , 7.813700 , SERIAL , 1
30000 , 12.211172 , SERIAL , 1
30000 , 12.199633 , SERIAL , 1
30000 , 12.212265 , SERIAL , 1
30000 , 12.174745 , SERIAL , 1
30000 , 12.215288 , SERIAL , 1
51000 , 28.3327 , PARALLEL , 2
51000 , 28.3015 , PARALLEL , 2
51000 , 28.3307 , PARALLEL , 2
51000 , 28.3468 , PARALLEL , 2
51000 , 28.3727 , PARALLEL , 2
51000 , 21.8837 , PARALLEL , 4
51000 , 21.9005 , PARALLEL , 4
51000 , 21.8639 , PARALLEL , 4
51000 , 21.8429 , PARALLEL , 4
51000 , 21.8799 , PARALLEL , 4
51000 , 11.3371 , PARALLEL , 8
51000 , 11.093 , PARALLEL , 8
51000 , 10.9844 , PARALLEL , 8
51000 , 11.1291 , PARALLEL , 8
51000 , 11.0395 , PARALLEL , 8
72000 , 56.5352 , PARALLEL , 2
72000 , 56.5622 , PARALLEL , 2
72000 , 56.5614 , PARALLEL , 2
72000 , 56.5983 , PARALLEL , 2
72000 , 56.4995 , PARALLEL , 2
72000 , 43.6317 , PARALLEL , 4
72000 , 43.5965 , PARALLEL , 4
72000 , 43.7172 , PARALLEL , 4
72000 , 43.5737 , PARALLEL , 4
72000 , 43.616 , PARALLEL , 4
72000 , 21.7417 , PARALLEL , 8
72000 , 21.9646 , PARALLEL , 8
72000 , 21.9696 , PARALLEL , 8
72000 , 22.1566 , PARALLEL , 8
72000 , 22.1315 , PARALLEL , 8
24000 , 6.29939 , PARALLEL , 2
24000 , 6.31506 , PARALLEL , 2
24000 , 6.2909 , PARALLEL , 2
24000 , 6.32742 , PARALLEL , 2
24000 , 6.3113 , PARALLEL , 2
24000 , 4.86794 , PARALLEL , 4
24000 , 4.88819 , PARALLEL , 4
24000 , 4.85804 , PARALLEL , 4
24000 , 4.87106 , PARALLEL , 4
24000 , 4.91051 , PARALLEL , 4
24000 , 2.48392 , PARALLEL , 8
24000 , 2.49867 , PARALLEL , 8
24000 , 2.58284 , PARALLEL , 8
24000 , 2.44109 , PARALLEL , 8
24000 , 2.47021 , PARALLEL , 8
30000 , 9.83682 , PARALLEL , 2
30000 , 9.86273 , PARALLEL , 2
30000 , 9.85823 , PARALLEL , 2
30000 , 9.84859 , PARALLEL , 2
30000 , 9.79657 , PARALLEL , 2
30000 , 7.60182 , PARALLEL , 4
30000 , 7.57186 , PARALLEL , 4
30000 , 7.62386 , PARALLEL , 4
30000 , 7.6125 , PARALLEL , 4
30000 , 7.56379 , PARALLEL , 4
30000 , 3.94519 , PARALLEL , 8
30000 , 3.80604 , PARALLEL , 8
30000 , 3.83665 , PARALLEL , 8
30000 , 3.80669 , PARALLEL , 8
30000 , 3.88579 , PARALLEL , 8
